x1,x2,y
0.988916974,0.228782333,-1
0.614701713,0.368026681,-1
0.802775936,0.627561853,-1
0.821216476,0.288253139,-1
0.274795132,0.601051891,-1
0.938514197,0.707296309,-1
0.263403165,0.122335921,1
0.458724229,0.974812499,1
0.680574374,0.193253732,-1
0.046739227,0.952643937,-1
0.858649015,0.827903176,-1
0.963900523,0.598936449,-1
0.930915836,0.146768814,-1
0.113960309,0.372028902,-1
0.766560127,0.321142031,-1
0.638035081,0.009221102,-1
0.543465038,0.337754647,-1
0.898024309,0.940707038,1
0.384121849,0.396117792,-1
0.897279945,0.058822368,-1
0.405379288,0.130175541,-1
0.086969409,0.783964287,-1
0.304573355,0.584055873,-1
0.878466178,0.880792061,1
0.600954207,0.645227746,1
0.056628203,0.297484097,-1
0.691774608,0.189029453,-1
0.803007537,0.51476375,-1
0.75728604,0.177788749,-1
0.082620291,0.48207197,-1
0.528853879,0.696308272,1
0.204761614,0.67137233,-1
0.793269325,0.041737813,-1
0.963357506,0.975392717,1
0.550660784,0.064906982,-1
0.34523679,0.020429969,1
0.80085181,0.207927098,-1
0.143252511,0.699893985,-1
0.057949806,0.256607567,-1
0.510331785,0.995258785,1
0.146515679,0.449514778,-1
0.601440376,0.097272494,-1
0.288734881,0.720799902,1
0.550806064,0.838577015,1
0.580331351,0.184571737,-1
0.615502117,0.886955088,1
0.516789278,0.626143669,1
0.505059118,0.909662577,1
0.413304656,0.535468716,-1
0.342643126,0.129576777,1
0.662821751,0.935670002,1
0.612729182,0.842738499,1
0.217908436,0.90317174,1
0.009769977,0.225812727,-1
0.132055127,0.907542947,1
0.910230637,0.581057907,-1
0.087493053,0.11687944,1
0.771071255,0.732795269,-1
0.087128357,0.357463198,-1
0.773211622,0.131471602,-1
0.537832434,0.754723566,1
0.272526176,0.566516996,-1
0.476684971,0.556620693,1
0.440737057,0.693737364,1
0.71823718,0.756382358,1
0.037322009,0.678835397,-1
0.477220801,0.100171388,-1
0.614196234,0.837914509,1
0.733894038,0.321565583,-1
0.067855311,0.037330237,1
0.559125304,0.160852699,-1
0.267888186,0.235711956,-1
0.019347462,0.151686424,1
0.033902513,0.981834858,1
0.36048531,0.825464529,1
0.412237409,0.253179146,-1
0.236710876,0.773115599,1
0.671256905,0.706330885,1
0.853155413,0.522049567,-1
0.442769653,0.553748441,-1
0.651994848,0.788553874,1
0.892269452,0.309105159,-1
0.135609772,0.750926652,-1
0.526833222,0.784738581,1
0.429926103,0.838846588,1
0.537354025,0.250423933,-1
0.058894011,0.091949285,1
0.174199943,0.439254351,-1
0.810934225,0.910402124,1
0.576090712,0.29115443,-1
0.651786372,0.637920701,-1
0.50357474,0.965552716,1
0.80669115,0.928519356,1
0.613935127,0.982003916,1
0.714987956,0.008659271,-1
0.288145581,0.841398658,1
0.443177087,0.173049723,-1
0.114527112,0.797880596,-1
0.648905151,0.501745998,-1
0.285640208,0.636695828,-1
0.368341905,0.539538543,-1
0.762066802,0.839887481,1
0.104957412,0.510631308,-1
0.645488663,0.153066814,-1
0.001759649,0.967045753,-1
0.807866533,0.274067589,-1
0.279089607,0.120679641,1
0.480688265,0.932301979,1
0.914927426,0.243875096,-1
0.394858296,0.97023953,1
0.275619634,0.937849441,1
0.769012157,0.884718688,1
0.871004975,0.146470959,-1
0.789188788,0.909222246,1
0.838170549,0.712031186,-1
0.307379419,0.353784555,-1
0.236353395,0.089811639,1
0.194478174,0.615807875,-1
0.932083676,0.69108395,-1
0.562847047,0.263755795,-1
0.527146881,0.804382915,1
0.295075894,0.183338551,1
0.01973246,0.743321232,-1
0.038293404,0.433679669,-1
0.832084761,0.013458558,-1
0.509335392,0.4795487,-1
0.029654941,0.011428527,1
0.331844,0.061431079,1
0.598173508,0.885920254,1
0.412133775,0.038272199,-1
0.080842404,0.081914542,1
0.809367334,0.800694003,-1
0.016909811,0.861294325,-1
0.911300224,0.400876685,-1
0.286890698,0.843044885,1
0.617044553,0.140598727,-1
0.228755614,0.841497971,1
0.844358474,0.220145993,-1
0.81113764,0.535953534,-1
0.610428449,0.523869883,-1
0.639629148,0.005156348,-1
0.024738783,0.690026385,-1
0.17159302,0.693930674,-1
0.285265623,0.055105921,1
0.582222903,0.295818727,-1
0.322816136,0.966989388,1
0.194934665,0.347396505,-1
0.104014065,0.401781852,-1
0.092847645,0.504843806,-1
0.742590741,0.005290509,-1
0.090161169,0.056183981,1
0.884325663,0.985585857,1
0.520174686,0.19841743,-1
0.933348316,0.654598203,-1
0.791791747,0.511215679,-1
0.788211892,0.334796732,-1
0.113253134,0.904813977,1
0.004223914,0.073503881,1
0.132291364,0.942149919,1
0.302929686,0.213313051,-1
0.255662553,0.095920067,1
0.401797883,0.73102764,1
0.648209935,0.250845581,-1
0.227438914,0.495816158,-1
0.864764967,0.634063753,-1
0.754492475,0.437123191,-1
0.40021209,0.722916314,1
0.372368579,0.55259803,-1
0.080463617,0.594275567,-1
0.280921467,0.742447586,1
0.298827197,0.757536684,1
0.226360138,0.004407645,1
0.139780281,0.295763702,-1
0.195593816,0.548882038,-1
0.20999217,0.77849217,-1
0.484679903,0.639340393,1
0.167696307,0.924682604,1
0.717339951,0.154813611,-1
0.723633606,0.186409926,-1
0.829664565,0.196641763,-1
0.961300669,0.547597585,-1
0.2228636,0.212726691,-1
0.627987962,0.633276129,1
0.303279037,0.816367751,1
0.419056717,0.813858285,1
0.265215171,0.983425471,1
0.872305323,0.448524589,-1
0.33538451,0.029706054,1
0.990936749,0.680949525,-1
0.189158186,0.045045549,1
0.013139545,0.661810617,-1
0.107512345,0.309957639,-1
0.307947448,0.117472226,1
0.946931421,0.977390549,1
0.904479254,0.796180149,-1
0.065429423,0.717038626,-1
0.455910434,0.151483713,-1
0.646720195,0.029234572,-1
0.753520873,0.889732946,1
0.010380039,0.327427843,-1
0.828491091,0.112597594,-1
0.024695738,0.814353529,-1
0.248905272,0.249196596,-1
0.1582368,0.276055949,-1
0.428710346,0.258421805,-1
0.366947042,0.349295593,-1
0.33303578,0.303367198,-1
0.315127286,0.270225177,-1
0.900294619,0.966974203,1
0.896698547,0.37327538,-1
0.648279216,0.311441815,-1
0.809972102,0.804772897,-1
0.794417689,0.111435173,-1
0.811598144,0.779552339,-1
0.885080155,0.322421052,-1
0.107165432,0.161249757,1
0.672786361,0.714149893,1
0.237234203,0.805717368,1
0.918296297,0.984621846,1
0.997047145,0.515923961,-1
0.700084309,0.076558775,-1
0.901141497,0.813582647,-1
0.359061713,0.975703737,1
0.385986097,0.016209392,1
0.018674455,0.544139543,-1
0.443146317,0.025700147,-1
0.368304515,0.420320508,-1
0.405403961,0.998077665,1
0.156675375,0.436958907,-1
0.270232654,0.968963437,1
0.589809042,0.704186424,1
0.649936672,0.755407083,1
0.885314271,0.253052735,-1
0.227993807,0.602641708,-1
0.23616416,0.7309863,-1
0.663998918,0.23927492,-1
0.18591473,0.312775716,-1
0.366328966,0.58990679,-1
0.75923894,0.322350778,-1
0.502022145,0.583831065,1
0.266600883,0.713846645,-1
0.457271107,0.650231372,1
0.502668839,0.431393565,-1
0.717766461,0.012360843,-1
0.080294375,0.576372945,-1
0.813621716,0.561536234,-1
0.603591696,0.220580825,-1
0.919541043,0.2055007,-1
0.688338565,0.375209822,-1
0.211529027,0.820991342,1
0.114574438,0.773050694,-1
0.483060518,0.949709756,1
0.549703716,0.524426209,-1
0.87358481,0.64672582,-1
0.32923077,0.01044932,1
0.137095408,0.770317912,-1
0.833066617,0.664679655,-1
0.575556204,0.908448105,1
0.714375152,0.481900019,-1
0.70738989,0.639372922,-1
0.024939445,0.803074072,-1
0.746348717,0.387069353,-1
0.586320982,0.236356836,-1
0.988630212,0.58878233,-1
0.199077885,0.990167743,1
0.853101394,0.344121034,-1
0.657041038,0.933060385,1
0.55907635,0.617105077,1
0.468989205,0.994829766,1
0.933473709,0.028255412,-1
0.44839294,0.339975912,-1
0.155762345,0.295644694,-1
0.717250194,0.487009529,-1
0.308297886,0.919948698,1
0.695754001,0.27671945,-1
0.793153894,0.998639112,1
0.70430043,0.474829126,-1
0.79546335,0.532506112,-1
0.574632912,0.96622998,1
0.94268748,0.589265289,-1
0.229558424,0.495354869,-1
0.435654983,0.33097052,-1
0.603750067,0.094686381,-1
0.115757577,0.969688332,1
0.952894728,0.380001415,-1
0.987575955,0.718230645,-1
0.924231709,0.331804481,-1
0.842605529,0.604922406,-1
0.841813982,0.087836929,-1
0.350494861,0.429195982,-1
0.802648284,0.242069755,-1
0.003332277,0.388656345,-1
0.921593132,0.152623876,-1
0.74999446,0.947483619,1
0.250777016,0.157439259,1
0.343055336,0.292320542,-1
0.270413177,0.474487623,-1
0.558603796,0.006347476,-1
0.843457697,0.136033928,-1
0.762442037,0.082436905,-1
0.763761153,0.363393194,-1
0.241745862,0.758625483,1
0.05581915,0.448773615,-1
0.900825638,0.907285236,1
0.468881293,0.831044966,1
0.667891432,0.261714051,-1
0.357558406,0.927618999,1
0.882101238,0.957627993,1
0.221195286,0.150857137,1
0.123223182,0.477967955,-1
0.257422203,0.946441832,1
0.490942462,0.72089122,1
0.996232266,0.435337763,-1
0.021464328,0.015101581,1
0.471696382,0.63803964,1
0.105547544,0.21965757,-1
0.734937472,0.713127865,-1
0.960387441,0.731331992,-1
0.84004642,0.594256772,-1
0.681992365,0.710815182,1
0.175608683,0.381889226,-1
0.398775878,0.387142278,-1
0.187320068,0.423384664,-1
0.737978402,0.990120129,1
0.06883631,0.852445851,-1
0.784749567,0.479336479,-1
0.297539825,0.483293521,-1
0.392891055,0.89969448,1
0.28001252,0.094616439,1
0.504509566,0.177766802,-1
0.231424169,0.697750471,-1
0.885190786,0.896417513,1
0.806818558,0.787037426,-1
0.811537148,0.324562047,-1
0.620835959,0.181591186,-1
0.852646059,0.957837222,1
0.252593349,0.06943365,1
0.729452056,0.917055184,1
0.843458265,0.013068613,-1
0.430881101,0.395403593,-1
0.421412425,0.140235496,-1
0.761238493,0.692458298,-1
0.611827491,0.928910115,1
0.715418383,0.323073417,-1
0.81604472,0.947030363,1
0.161344658,0.528978523,-1
0.779340569,0.357826359,-1
0.368694161,0.701172903,1
0.553086417,0.622745594,1
0.205276743,0.643186559,-1
0.496118441,0.656937846,1
0.293008801,0.141263331,1
0.836746179,0.113168039,-1
0.111983365,0.458912606,-1
0.4149644,0.945426537,1
0.412136328,0.325809314,-1
0.321465106,0.249215609,-1
0.738925879,0.02904507,-1
0.648346094,0.065029204,-1
0.240192925,0.090446618,1
0.760964878,0.215326975,-1
0.68050992,0.474867429,-1
0.930815922,0.157969019,-1
0.481233722,0.091093105,-1
0.176457687,0.073627967,1
0.343993294,0.676992785,1
0.277638927,0.310467169,-1
0.054461001,0.30258261,-1
0.855241549,0.567846448,-1
0.970075123,0.691930461,-1
0.132697707,0.160367219,1
0.390955563,0.172843788,1
0.02700308,0.229091315,-1
0.401958618,0.515588728,-1
0.210153252,0.165112578,1
0.689947985,0.095189278,-1
